,organization_id,name,users.TOTAL,territories,percent
3378,4021,Aurore - club de prévention SILOE,0.0,75,0.0
2946,3543,Fédération des Maisons de Quartier de Saint-Nazaire ,0.0,44,0.0
2947,3546,INSERIM,0.0,44,0.0
2948,3547,Espoir pour tous,0.0,33,0.0
3375,4018,ODAPEI 95,0.0,95,0.0
2960,3560,Actions Solidaires Opérantes,0.0,44,0.0
2953,3553,BIJ Drancy ,0.0,93,0.0
2954,3554,TalenSel,0.0,33,0.0
2955,3555,BIJ Saint-Ouen ,0.0,93,0.0
3374,4017,PMI Bessancourt,0.0,95,0.0
3372,4015,"ESI 15ème
",0.0,75,0.0
2959,3559,Accueil Social Tibhirine ,0.0,92,0.0
2900,3491,Ville de Montrouge - Médiathèque,0.0,92,0.0
3396,4039,"J2P Développement social, culturel, et économique local",0.0,75,0.0
2898,3489,Ville La Courneuve - PIJ,0.0,93,0.0
3397,4040,Jeunesse retrouvée,0.0,94,0.0
3431,4074,Institut Pasteur,0.0,75,0.0
2849,3431,Ville de Puteaux - PAEJ,0.0,92,0.0
2850,3432,Maison de la famille - Sèvres,0.0,92,0.0
3430,4073,Point d'appui,0.0,67,0.0
2852,3436,Association Villepinte dans la Maison,0.0,93,0.0
3429,4072,Foyer Travailleurs Migrants Le Ried,0.0,67,0.0
3426,4069,ARSEA - Espérance Le Relais du Bernstein,0.0,67,0.0
2854,3438,Centre social Joseph Kosma ,0.0,78,0.0
3425,4068,La boîte à Récup Nantes,0.0,44,0.0
2855,3439,Cap Emploi 93,0.0,93,0.0
3424,4067,CCAS de Chenoise-Cucharmoy,0.0,77,0.0
3423,4066,CCAS de Château-Landon,0.0,77,0.0
3422,4065,Épisode - Épicerie sociale,0.0,67,0.0
3421,4064,ALSACE HABITAT - FJT Résidence du Parc d'innovation,0.0,67,0.0
3418,4061,Mission locale et Relais emploi de Schiltigheim,0.0,67,0.0
2847,3429,FACE Yvelines,0.0,78,0.0
3433,4076,Alter & Go,0.0,33,0.0
3434,4077,Apprentis d'Auteuil ,0.0,67,0.0
3448,4092,Structure de Premier Accueil des Demandeurs d’Asile (SPADA) 95,0.0,95,0.0
2825,3405,Psy'hope,0.0,33,0.0
3453,4098,CCAS de Gif-sur-Yvettes,0.0,91,0.0
3452,4097,Bus de la santé : la santé pour tous,0.0,95,0.0
2827,3407,Mission Locale pour l'Emploi,0.0,67,0.0
3451,4096,Espace santé jeunes (06),0.0,06,0.0
3449,4094,Bibliothèques de Goussainville,0.0,95,0.0
3447,4090,Mairie de Pontault-Combault,0.0,77,0.0
3435,4078,Accueil Sarre-Union La Passerelle - Epicerie solidaire,0.0,67,0.0
3445,4088,Mairie de Chessy,0.0,77,0.0
3444,4087,Epicerie SurpreNantes,0.0,44,0.0
3443,4086,Les Cygnes de Vie,0.0,33,0.0
3439,4082,Centre Communal d'Action Sociale - Bischwiller,0.0,67,0.0
3437,4080,Mairie de Coulommiers,0.0,77,0.0
2841,3423,"Maison du Citoyen, des Droits et des Devoirs (MCDD)
",0.0,78,0.0
3417,4060,Bureau d'Accès au Logement - BAL,0.0,67,0.0
2860,3445,Commissariat Centre - Accueil et orientation des victimes LGBTQI+,0.0,75,0.0
3415,4058,CCAS Draveil,0.0,91,0.0
2889,3480,Association De l'Autre Côté,0.0,93,0.0
3406,4049,Ville de Bezons - Centres sociaux,0.0,95,0.0
2882,3472,SudEst,0.0,94,0.0
3403,4046,France Service 44,0.0,44,0.0
3402,4045,L'interlude,0.0,44,0.0
3401,4044,Association Bipoles 44,0.0,44,0.0
3400,4043,Maison de l'emploi de la métropole nantaise ,0.0,44,0.0
2890,3481,Régie d'Aulnay-sous-Bois,0.0,93,0.0
2878,3468,Association P2i,0.0,93,0.0
3399,4042,ARCAT,0.0,75,0.0
2892,3483,Association Danton Coeur,0.0,93,0.0
2893,3484,Collectif Aclefeu,0.0,93,0.0
3398,4041,La Colline aux enfants,0.0,75,0.0
2895,3486,Association Emergence 93,0.0,93,0.0
2896,3487,Cuisine et Cetera,0.0,44,0.0
3407,4050,CMPP Bezons,0.0,95,0.0
3408,4051,Ville de Vanves,0.0,92,0.0
2861,3446,SIUMPPS/SUMPPS ,0.0,75,0.0
2869,3458,Repairs!,0.0,44,0.0
2862,3448,Groupe Hospitalier Diaconesses Croix Saint Simon,0.0,75,0.0
3414,4057,Ville de Nanterre : Toilettes,0.0,92,0.0
2864,3453,ALC (06),0.0,06,0.0
3413,4056,Neuilly-sur-Seine,0.0,92,0.0
2866,3455,Association Le Sourire de Farida,0.0,93,0.0
2867,3456,Association Maida pour Tous,0.0,93,0.0
3412,4055,Ville de Rueil-Malmaison,0.0,92,0.0
3409,4052,Bibliothèque de la Maison Paris Nature,0.0,75,0.0
3411,4054,Ville de Sèvres,0.0,92,0.0
2870,3459,Equipes Saint-Vincent Gironde,0.0,33,0.0
3410,4053,Ville de Sceaux,0.0,92,0.0
2872,3461,Echo des sans Mot,0.0,93,0.0
2873,3462,Secours populaire (06),0.0,06,0.0
2874,3463,Médiathèque Blaise Cendrars,0.0,78,0.0
3075,3694,RÉFLEXES 95,0.0,95,0.0
0,0,Mairie de Lege Cap Ferret,0.0,33,0.0
2265,2702,Mairie d'Arcueil,0.0,94,0.0
789,1029,Association Kodiko,0.0,75,0.0
773,1011,Association Ayyem Zamen,0.0,75,0.0
775,1013,Association Bociek,0.0,75,0.0
776,1014,Association Charonne | CAARUD Boutique 18 - Antenne Mobile,0.0,75,0.0
779,1018,Association de Groupements Educatifs (A.G.E),0.0,75,0.0
782,1022,Association EliseCare,0.0,75,0.0
783,1023,Association Franco Chinoise Pierre Ducerf,0.0,75,0.0
784,1024,Association Gaïa ,0.0,75,0.0
786,1026,Association Générale des familles AGF 17-18,0.0,75,0.0
788,1028,Association intermédiaire d'insertion | Secours emploi,0.0,75,0.0
790,1030,Association Kolone,0.0,75,0.0
769,1007,Association Altaïr,0.0,75,0.0
794,1034,Association Mains Libres,0.0,75,0.0
795,1035,Association MJC Paris 15 Brancion | Centre Paris Anim' Sohane Benziane,0.0,75,0.0
798,1038,Association Pomost- Passerelle,0.0,75,0.0
799,1039,Association Revivre,0.0,75,0.0
800,1040,Association Rosa-Parks,0.0,75,0.0
801,1041,Association saint Bernard-goutte d’or,0.0,75,0.0
805,1045,ATMF (Association des Travailleurs Maghrébins de France),0.0,75,0.0
810,1050,Aurore | Accueil de Jour Mijaos,0.0,75,0.0
812,1052,Aurore | CSAPA Ménilmontant,0.0,75,0.0
770,1008,Association Amatullah,0.0,75,0.0
768,1006,ASSFAM,0.0,75,0.0
732,962,Actisce | Centre Paris Anim' Arras,0.0,75,0.0
751,987,Août Secours Alimentaire,0.0,75,0.0
734,968,ADAGE,0.0,75,0.0
736,970,ADJIE,0.0,75,0.0
738,973,Advocacy Paris,0.0,75,0.0
741,976,AGECA,0.0,75,0.0
743,978,Aires 10,0.0,75,0.0
744,979,Alcooliques Anonymes,0.0,75,0.0
745,980,Allegro Pianissimo de Paris,0.0,75,0.0
746,981,Amitié Villette,0.0,75,0.0
749,984,ANPAA | CSAPA Vauvenargues,0.0,75,0.0
753,989,APTM,0.0,75,0.0
767,1004,ASILE | Paroisse St Séverin - St Nicolas,0.0,75,0.0
754,990,Archipelia,0.0,75,0.0
758,995,Artemesia | Food de rue,0.0,75,0.0
759,996,Artemisia,0.0,75,0.0
760,997,ASF,0.0,75,0.0
761,998,ASI,0.0,75,0.0
762,999,ASILE | Association D2L - L'éternel Solidaire,0.0,75,0.0
764,1001,ASILE | Centre psycho-médical et social,0.0,75,0.0
765,1002,ASILE | Crèche Le Village aux Enfants,0.0,75,0.0
766,1003,ASILE | Espace d'accueil et d'animation interculturelle,0.0,75,0.0
813,1055,Aurore | Halte jeunes 18-25 ,0.0,75,0.0
814,1056,Aurore | Halte sociale,0.0,75,0.0
815,1057,Aurore | Itinérances,0.0,75,0.0
873,1128,Centre Médico-Social Boursault,0.0,75,0.0
860,1114,Centre de santé Edison,0.0,75,0.0
861,1115,Centre de santé Edmond de Rothschild-Laumière,0.0,75,0.0
862,1116,Centre de Santé médical et Dentaire Tisserand,0.0,75,0.0
863,1117,Centre de santé Réaumur,0.0,75,0.0
865,1119,Centre de Vaccinations,0.0,75,0.0
867,1122,Centre Israélite de Montmartre (CIM),0.0,75,0.0
868,1123,Centre Kirikou,0.0,75,0.0
869,1124,Centre médical et dentaire de l'épée de bois,0.0,75,0.0
872,1127,Centre Médico-Social Belleville,0.0,75,0.0
874,1129,Centre Médico-Social Ridder,0.0,75,0.0
816,1058,Aurore | La Maison cœur de femmes,0.0,75,0.0
876,1131,Centre Paris Anim' Montparnasse,0.0,75,0.0
877,1132,Centre Paris Anim’ Wangari Maathai,0.0,75,0.0
878,1133,Centre Philippe Paumelle,0.0,75,0.0
879,1134,Centre Primo Levi,0.0,75,0.0
880,1135,Centre Social Didot,0.0,75,0.0
881,1136,Centre social du quartier des Amandiers | La 20ème chaise,0.0,75,0.0
887,1143,Cerise (Carrefour Échanges Rencontre Insertion Saint-Eustache),0.0,75,0.0
889,1146,CMP | CPS Paris (Centre Prévention Suicide),0.0,75,0.0
890,1148,CMPP - BAPU Claude Bernard,0.0,75,0.0
859,1112,Centre de Santé de Belleville / PASS,0.0,75,0.0
858,1110,Centre de Santé ADMS,0.0,75,0.0
856,1107,Centre d'animation Binet,0.0,75,0.0
855,1106,Centre d'action sociale protestant | Travail au clair,0.0,75,0.0
823,1067,"Aux Captifs, la Libération | Antenne de Paris Centre (Eglise Saint Eustache)",0.0,75,0.0
825,1069,BAAM,0.0,75,0.0
827,1071,Bains-douches Mairie de Paris,0.0,75,0.0
829,1075,Bibliothèques Maire de Paris / Mairie Mobile Ville de Paris,0.0,75,0.0
830,1076,Bibliothèques Ville de Paris / Mairie Mobile Ville de Paris,0.0,75,0.0
831,1078,Bureau d'Aide Psychologique Universitaire,0.0,75,0.0
832,1080,Bus Mairie Mobile de Paris,0.0,75,0.0
833,1081,CAARUD,0.0,75,0.0
836,1084,CAF,0.0,75,0.0
837,1085,Camions restos du cœur,0.0,75,0.0
838,1086,CAP,0.0,75,0.0
839,1087,CASDAL 14,0.0,75,0.0
840,1088,Case sociale d'outre-mer,0.0,75,0.0
841,1089,CASODOM,0.0,75,0.0
846,1095,CASP | Service  RSA - Antenne Sud,0.0,75,0.0
850,1100,CeGIDD Checkpoint Paris,0.0,75,0.0
851,1101,centre,0.0,75,0.0
852,1102,Centre Alexandre Dumas - Accompagnement insertion socio-professionnelle,0.0,75,0.0
853,1103,Centre Alpha-Choisy,0.0,75,0.0
733,967,ACTIT,0.0,75,0.0
729,958,Accueil Goutte d'Or (Centre social),0.0,75,0.0
2262,2699,Ville de Vincennes,0.0,94,0.0
593,698,Association Vivre Ensemble à Carquefou,0.0,44,0.0
578,680,Cojob Nantes,0.0,44,0.0
579,682,AFPA,0.0,44,0.0
580,684,APO33,0.0,44,0.0
581,685,Association Solidarités Créations,0.0,44,0.0
583,688,Centre Régional Information Jeunesse des Pays de la Loire - CRIJ,0.0,44,0.0
585,690,FAImaison,0.0,44,0.0
589,694,Médiagraph,0.0,44,0.0
590,695,Toit à Moi,0.0,44,0.0
591,696,Studio 11/15,0.0,44,0.0
594,699,L'espoir au cœur,0.0,44,0.0
573,674,Nouveau départ,0.0,44,0.0
597,702,CLIC Nantes Entour'Âge,0.0,44,0.0
599,705,G-XISTE,0.0,44,0.0
600,706,La Pomme et la Lionne,0.0,44,0.0
602,709,Halte-accueil Frederic Ozanam,0.0,44,0.0
603,710,Patmouille,0.0,44,0.0
604,711,Atelier Bricolage des Dervallière,0.0,44,0.0
605,713,60b,0.0,44,0.0
606,714,La récupérette,0.0,44,0.0
607,717,Centre local d'information et coordination de gérontologie,0.0,44,0.0
574,676,Les Eaux Vives,0.0,44,0.0
572,672,Ouvrir l'école aux parents,0.0,44,0.0
728,957,Accueil et Partage Charonne,0.0,75,0.0
549,644,Collectif Plaisance,0.0,44,0.0
537,629,Rectorat de Nantes,0.0,44,0.0
538,630,Le Relais,0.0,44,0.0
539,631,Une vie sans faim,0.0,44,0.0
540,632,Recyclerie Nord-Atlantique,0.0,44,0.0
543,637,CDAD 44,0.0,44,0.0
544,639,Pornic agglo Pays de Retz,0.0,44,0.0
546,641,CAF Loire-Atlantique,0.0,44,0.0
547,642,Singa,0.0,44,0.0
548,643,ASEC | Centre socio-culturel de Bretagne,0.0,44,0.0
551,646,Licra,0.0,44,0.0
571,671,ID Numeric,0.0,44,0.0
552,647,CAP Formation,0.0,44,0.0
554,650,Collectif d'associations (Coordonné par le Croix-Rouge pour l'édition 2019) : les Restos du cœur,0.0,44,0.0
555,653,la Croix-Rouge,0.0,44,0.0
559,659,Association SupporTerre,0.0,44,0.0
562,662,Vertou Solidaire,0.0,44,0.0
564,664,Atelier du Retz Emploi,0.0,44,0.0
565,665,Stations Services,0.0,44,0.0
567,667,RAPI,0.0,44,0.0
568,668,Adelis,0.0,44,0.0
608,718,Miss récup & recycle,0.0,44,0.0
609,720,Students' shop 44,0.0,44,0.0
611,723,Des Femmes en Fil,0.0,44,0.0
675,904,Parole sans Frontière,0.0,67,0.0
646,875,CSC Neuhof,0.0,67,0.0
647,876,Centre Médico-Psycho-Pédagogique (CMPP) Strasbourg,0.0,67,0.0
648,877,VIADUQ 67,0.0,67,0.0
650,879,Fondation Assistance aux Animaux,0.0,67,0.0
652,881,CSC ARES,0.0,67,0.0
656,885,CSC de l'Elsau,0.0,67,0.0
657,886,ALT - Association de Lutte contre la Toxicomanie,0.0,67,0.0
670,899,Envie,0.0,67,0.0
673,902,CIDFF 67,0.0,67,0.0
677,906,Mouvement du Nid,0.0,67,0.0
612,724,Couture plaisir Nantes,0.0,44,0.0
685,914,MDA Strasbourg,0.0,67,0.0
691,920,Université de Strasbourg,0.0,67,0.0
702,931,Armée du Salut,0.0,67,0.0
713,942,Association Antenne,0.0,67,0.0
718,947,Médiathèques de Strasbourg,0.0,67,0.0
721,950,Conférence St Vincent de Paul,0.0,67,0.0
723,952, Hôpital Bichat-Claude Bernard | CeGIDD,0.0,75,0.0
724,953,AAAS,0.0,75,0.0
727,956,ACCEPTESS-T,0.0,75,0.0
645,873,Mission Locale | Mission Locale rurale du Sillion,0.0,44,0.0
644,872,Mission Locale du Pays de Retz,0.0,44,0.0
643,871,Mission Locale de la presqu'île Guérandaise ,0.0,44,0.0
642,870,Mission Locale | Mission Locale du vignoble Nantais,0.0,44,0.0
613,725,Ambitions Jeunesses,0.0,44,0.0
614,727,Communauté de l'Ours Noir,0.0,44,0.0
615,728,Solidarité Nouvelle face au Chômage (SNC),0.0,44,0.0
616,729,Brasserie Tête Haute,0.0,44,0.0
617,730,Trait d'Union,0.0,44,0.0
618,731,Résidence des Jeunes,0.0,44,0.0
619,733,Institut Francophonie,0.0,44,0.0
621,735,Centre éducatif Tréméac,0.0,44,0.0
622,736,Inseretz,0.0,44,0.0
624,740,CHU de Nantes | UGOMPS ,0.0,44,0.0
626,745,Pain Partagé,0.0,44,0.0
629,758,Ville de Saint-Aignan-de-Grandlieu | Centre Communal d'Action Sociale (CCAS) de Saint-Aignan-de-Grandlieu,0.0,44,0.0
631,770,CHU Nantes | Centre Simone Veil,0.0,44,0.0
632,773,Alcooliques Anonymes Pays de la Loire ,0.0,44,0.0
634,782,CH Saint-Nazaire,0.0,44,0.0
635,790,Ville de Saint-Nazaire | Bibliothèque Anne Frank Saint-Nazaire,0.0,44,0.0
637,794,CHU Nantes | Centre de soins dentaire,0.0,44,0.0
639,857,Resto du Cœur | Bus du Cœur ,0.0,44,0.0
641,869,Mission Locale | Mission Locale Ancenis,0.0,44,0.0
895,1153,Compagnie,0.0,75,0.0
899,1157,CRL10 | Centre Paris Anim' Jean Verdier,0.0,75,0.0
901,1160,Croix-Rouge Française | Centre de santé Polyvalent Olympiades,0.0,75,0.0
1123,1427,PASTT,0.0,75,0.0
1111,1412,Ordre de Malte ,0.0,75,0.0
1113,1414,Paris d'Exil,0.0,75,0.0
1114,1415,Paris tout P'tits,0.0,75,0.0
1115,1417,Paroisse du Saint-Esprit,0.0,75,0.0
1116,1418,Paroisse polonaise de Paris,0.0,75,0.0
1117,1419,Paroisse Saint-Pierre-de-Montrouge,0.0,75,0.0
1119,1422,Paroisses de Paris | Notre Dame de Salette,0.0,75,0.0
1121,1425,Passerelles 17,0.0,75,0.0
1122,1426,Passy-Entraide,0.0,75,0.0
1125,1429,Permanence d'Accès aux Soins de Santé (PASS),0.0,75,0.0
1109,1410,Œuvre de secours aux Enfants (OSE),0.0,75,0.0
1126,1430,Permanence de soins sages-femmes de Paris,0.0,75,0.0
1127,1431,Petites soeurs des pauvres,0.0,75,0.0
1130,1435,PIMMS,0.0,75,0.0
1131,1438,Planning Familial,0.0,75,0.0
1132,1439,Pôle emploi | Paris,0.0,75,0.0
1133,1440,PPE Mairie de Paris,0.0,75,0.0
1134,1441,Préfecture de Police,0.0,75,0.0
1136,1443,Rajﬁre,0.0,75,0.0
1138,1445,Régie de quartier | 19e,0.0,75,0.0
1110,1411,OFII Paris,0.0,75,0.0
1108,1409,Œuvre de la soupe populaire,0.0,75,0.0
903,1164,Croix-Rouge française | Le Passage,0.0,75,0.0
1086,1379,Maison de Santé Michelet,0.0,75,0.0
1072,1363,Mairie de Paris | Bibliothèque Georges Brassens,0.0,75,0.0
1073,1364,Mairie de Paris | Bibliothèque Germaine Tillion,0.0,75,0.0
1074,1365,Mairie de Paris | Bibliothèque Glacière - Marina Tsvetaïeva,0.0,75,0.0
1075,1366,Mairie de Paris | Bibliothèque Gutenberg,0.0,75,0.0
1077,1368,Mairie de Paris | Bibliothèque Musset,0.0,75,0.0
1078,1369,Mairie de Paris | Bibliothèque Place des fêtes ,0.0,75,0.0
1081,1373,Mairie de Paris | Centre Paris Anim' Brancion,0.0,75,0.0
1082,1374,Mairie de Paris | Centre Paris Anim' Censier,0.0,75,0.0
1083,1375,Mairie de Paris | Centre Paris Anim' Frères Voisin,0.0,75,0.0
1087,1380,Maison Départementale des Personnes Handicapées de Paris (MDPH),0.0,75,0.0
1106,1406,Musée de la Ville de Paris,0.0,75,0.0
1088,1381,Maison des Liens Familiaux,0.0,75,0.0
1089,1383,Maison des Liens Familiaux | Centre de Planification et d'Education Familiale (CPEF) Estrelia,0.0,75,0.0
1091,1386,Maison médicale de garde | 12ème,0.0,75,0.0
1095,1394,Médiathèque Edmond Rostand,0.0,75,0.0
1096,1395,Migrants Plaisance,0.0,75,0.0
1098,1397,Mission Catholique Espagnole,0.0,75,0.0
1103,1402,Mouvement de réinsertion social (MRS),0.0,75,0.0
1104,1403,Mouvement du Nid,0.0,75,0.0
1105,1404,MRAP,0.0,75,0.0
1139,1446,Régie de quartier | Fécamp 12,0.0,75,0.0
1140,1447,Régie de quartier | Flora Tristan,0.0,75,0.0
1141,1448,Régie de quartier | Fontaine au roi,0.0,75,0.0
1198,1516,Utopia 56,0.0,75,0.0
1187,1503,SPA,0.0,75,0.0
1188,1504,Thé et Café pour les réfugiés,0.0,75,0.0
1189,1505,Tribunal de grande instance de Paris | MJD Secteur Nord-Est,0.0,75,0.0
1190,1508,"Trinité  - Solidarité ""la soupe""",0.0,75,0.0
1192,1510,Un toit pour toi,0.0,75,0.0
1193,1511,Une Chorba pour Tous,0.0,75,0.0
1194,1512,Union générale des Vietnamiens en France,0.0,75,0.0
1195,1513,Université Paris Descartes | DU FLaViC,0.0,75,0.0
1196,1514,Université Paris I Panthéon Sorbonne,0.0,75,0.0
1200,1518,Ville de Paris | Archives de Paris - Salle de lecture et bibliothèque ,0.0,75,0.0
1142,1449,Régie de quartier | Papilles et Papillons (20ème),0.0,75,0.0
1201,1519,Ville de Paris | Bibliothèque Administrative de la Ville de Paris,0.0,75,0.0
1203,1521,Ville de Paris | Bibliothèque Amélie,0.0,75,0.0
1204,1522,Ville de Paris | Bibliothèque André Malraux,0.0,75,0.0
1205,1523,Ville de Paris | Bibliothèque Andrée Chedid,0.0,75,0.0
1207,1525,Ville de Paris | Bibliothèque Assia Djebar,0.0,75,0.0
1208,1526,Ville de Paris | Bibliothèque Batignolles,0.0,75,0.0
1210,1528,Ville de Paris | Bibliothèque Buffon,0.0,75,0.0
1211,1529,Ville de Paris | Bibliothèque Charlotte Delbo,0.0,75,0.0
1212,1530,Ville de Paris | Bibliothèque Cité des Sciences et de l'Industrie,0.0,75,0.0
1186,1502,Soupe Saint-Eustache,0.0,75,0.0
1184,1500,Solidarités Nouvelles Face au Chômage,0.0,75,0.0
1182,1497,Solidarité Chrétienne des Batignolles,0.0,75,0.0
1181,1496,Soleil Saint-Blaise | Centre social Soleil Saint Blaise,0.0,75,0.0
1143,1450,Régie de quartier | Paris Centre,0.0,75,0.0
1144,1451,Régie de quartier | St Blaise Charonne,0.0,75,0.0
1145,1452,Régie de quartier Paris 10,0.0,75,0.0
1146,1453,Régie de quartiers | Tela 13,0.0,75,0.0
1148,1455,Relais Ménilmontant,0.0,75,0.0
1149,1456,Réseau Chrétiens Immigrés,0.0,75,0.0
1152,1459,Restos du cœur - Centre d'accueil et de distribution alimentaire,0.0,75,0.0
1153,1460,RETIF ,0.0,75,0.0
1154,1461,SAFE,0.0,75,0.0
1155,1462,Saint Vincent de Paul - Conseil de Paris | Eglise Saint Germain des Prés,0.0,75,0.0
1156,1463,Saint Vincent de Paul - Conseil de Paris | L'entraide,0.0,75,0.0
1158,1465,Saint Vincent de Paul - Conseil de Paris | La boutique de Sainte-Anne ,0.0,75,0.0
1160,1467,Saint Vincent de Paul - Conseil de Paris | Le pain partagé ,0.0,75,0.0
1166,1473,Saint-Vincent-de-Paul - Conseil de Paris | Le relais Ozanam,0.0,75,0.0
1167,1474,Sainte-Marguerite,0.0,75,0.0
1170,1477,Samu Social de Paris | Halte femmes de l'Hôtel de ville de Paris,0.0,75,0.0
1178,1492,Sleep-in,0.0,75,0.0
1179,1494,Société Saint-Vincent-de-Paul | Accueil Ozanam Madeleine,0.0,75,0.0
1180,1495,Sœurs Missionnaires de la Charité,0.0,75,0.0
1071,1362,Mairie de Paris | Bibliothèque Diderot,0.0,75,0.0
1070,1361,Mairie de Paris | Association MJC Paris Mercoeur,0.0,75,0.0
1069,1360,Mairie de Paris | ,0.0,75,0.0
963,1228,"Equipes Saint-Vincent | ESV ""Alpha""",0.0,75,0.0
941,1204,Emmaüs,0.0,75,0.0
945,1208,Emmaüs Alternative,0.0,75,0.0
951,1215,Entraide Eglise réformée d’Auteuil,0.0,75,0.0
952,1216,Entraide St Pierre de Chaillot,0.0,75,0.0
954,1218,EPALSL,0.0,75,0.0
956,1221,EPN Cefia,0.0,75,0.0
958,1223,EPN La goutte d'ordinateur,0.0,75,0.0
959,1224,EPN Lorem,0.0,75,0.0
960,1225,Le Temps des Mots,0.0,75,0.0
969,1234,Espace Paris Jeunes | Belleville,0.0,75,0.0
997,1274,Groupe SOS | Paris,0.0,75,0.0
974,1248,Estrelia | Centre de Planification et d'Education Familiale (CPEF) - Centre Colliard,0.0,75,0.0
979,1253,Femmes Solidaires,0.0,75,0.0
980,1254,Fondation Abbé Pierre | Espace Solidarité Habitat (ESH),0.0,75,0.0
981,1255,Fondation Armée du Salut,0.0,75,0.0
982,1257,Fondation Brigitte Bardot,0.0,75,0.0
983,1258,Fondation Hôpital Rothschild,0.0,75,0.0
984,1259,Fondation Œuvre de la Croix Saint-Simon | Centre de Santé Médical et Dentaire,0.0,75,0.0
985,1260,Foyer Franco-Libanais,0.0,75,0.0
986,1261,Français Langue d'Accueil,0.0,75,0.0
940,1203,Emapsy,0.0,75,0.0
939,1202,Elle’s Imagine’nt,0.0,75,0.0
938,1201,ELFE (école de langue française),0.0,75,0.0
937,1200,EIDIP,0.0,75,0.0
904,1165,Croix-Rouge Française | Paris 6,0.0,75,0.0
905,1166,Croix-Rouge Française | Paris 11,0.0,75,0.0
906,1167,Croix-Rouge Française | Paris 15,0.0,75,0.0
907,1168,Croix-Rouge française | Rétablissement des liens familiaux,0.0,75,0.0
908,1169,Croix-rouge française | Unité Locale du 4ème,0.0,75,0.0
909,1170,Croix-Rouge française | Unité Locale Paris 9,0.0,75,0.0
911,1172,Croix-Rouge française | Unité Locale Paris 13,0.0,75,0.0
913,1174,Croix-Rouge française | Unité locale 17e,0.0,75,0.0
917,1179,Croix-Rouge française | Vestiboutique Soult,0.0,75,0.0
918,1180,Croix-Rouge Française de Paris 12e,0.0,75,0.0
920,1182,Croix-Rrouge Française | Apaso,0.0,75,0.0
921,1183,"CSAPA (Centre de Soins, d'Accompagnement et de Prévention en Addictologie) | CSAPA centre émergence espace Tolbiac",0.0,75,0.0
923,1185,"CSAPA (Centre de Soins, d'Accompagnement et de Prévention en Addictologie) | CSAPA La Villette ",0.0,75,0.0
924,1186,"CSAPA (Centre de Soins, d'Accompagnement et de Prévention en Addictologie) | CSAPA Monceau",0.0,75,0.0
927,1189,CSAPA | CSAPA Prévention et soin des addictions 75 - Site 110 les Halles,0.0,75,0.0
928,1190,CSAPA Centre Cassini | Hôpital Cochin (AP-HP),0.0,75,0.0
931,1194,Droit à l'Ecole,0.0,75,0.0
935,1198,Eglise Protestante Unie de France,0.0,75,0.0
936,1199,Eglise Saint François-Xavier,0.0,75,0.0
996,1271,GHU Paris psychiatrie & neurosciences,0.0,75,0.0
998,1275,Hôpital  Européen Georges-Pompidou - PASS,0.0,75,0.0
1065,1356,Ma Plume est à Vous,0.0,75,0.0
1042,1321,Le 190 - Centre de Santé Sexuelle,0.0,75,0.0
1027,1304,La boutique sans argent,0.0,75,0.0
1028,1305,La Cantine des Pyrénées,0.0,75,0.0
1031,1308,Bat'ire,0.0,75,0.0
1033,1310,La courte échelle,0.0,75,0.0
1034,1311,La Cravate Solidaire,0.0,75,0.0
1035,1312,La gamelle de Jaurès,0.0,75,0.0
1037,1315,La main de l'autre,0.0,75,0.0
1038,1316,La maison des Femmes de Paris,0.0,75,0.0
1039,1318,La Mission Locale de Paris,0.0,75,0.0
1048,1327,Le Kiosque Citoyen,0.0,75,0.0
999,1276,Hôpital Armand Trousseau - PASS,0.0,75,0.0
1050,1329,Le Pari's des Faubourgs / Mairie Mobile Ville de Paris,0.0,75,0.0
1052,1331,Le Relais 59 - Maison de quartier du 12ème,0.0,75,0.0
1053,1332,Le Tremplin Théâtre des Trois Frères,0.0,75,0.0
1056,1335,Les Grands Voisins | La Ressourcerie créative,0.0,75,0.0
1057,1336,"Les Hauts de Belleville, Maison des jeunes et de la culture",0.0,75,0.0
1058,1337,Les midis du MIE,0.0,75,0.0
1060,1339,Libres Terres de Femmes (LTDF),0.0,75,0.0
1063,1346,Ligue de l'Enseignement | Centre Paris Anim' ,0.0,75,0.0
1064,1355,Ligue de Paris,0.0,75,0.0
1025,1302,L’association Valentin Haüy,0.0,75,0.0
1024,1301,L'un est l'Autre,0.0,75,0.0
1023,1300,ACERMA (Association pour la Communication l'Espace et la Réinsertion des Malades Addictifs),0.0,75,0.0
